Indicator,"Opioid-related and other drug poisoning deaths per 100,000 people, by drug type"
Source,"Centers for Disease Control and Prevention, National Center for Health Statistics via CDC WONDER Database.<br />
<br />
Suggested Citation:<br />
<br />
SHADAC analysis of [DATA SOURCE], State Health Compare, SHADAC, University of Minnesota, statehealthcompare.shadac.org, Accessed [DATE].<br />
<div><br />
</div>"
Notes,"Age-adjusted rates of drug-poisoning deaths, including those associated with certain opioids (natural and semi-synthetic opioids [e.g., hydrocodone, oxycodone], synthetic opioids [e.g., fentanyl], and heroin), and other selected drugs. Rates and standard errors obtained from the CDC WONDER Database using ICD-10 underlying cause-of-death codes X40&ndash;X44 (unintentional death), X60&ndash;X64 (suicide), X85 (homicide), and Y10&ndash;Y14 (death of undetermined intent) with multiple cause-of-death codes of T40.2 (other opioids [i.e., natural and semi-synthetic opioids]), T40.4 (other synthetic opioids [i.e., those other than methadone]), T40.1 (heroin), T40.5 (cocaine) and T43.6 (psychostimulants with abuse potential). Excluded opioids include T40.0 (opiuim), T40.3 (methadone), T40.6 (other or unspecified opioids). Deaths from these types of drugs are not mutually exclusive (e.g., an overdose death may involve both heroin and synthetic opioids); because of that, death rates cannot be accurately summed across categories for a total rate. N/A indicates that data are suppressed because the rate is based on 20 or fewer deaths. In some years, deaths related to specific drugs may be under-reported because of an unusually high number of death certificates with a cause listed as "pending" (e.g., Ohio and West Virginia in 2009). More information is available&nbsp;<a href="https://www.cdc.gov/nchs/data/nvsr/nvsr60/nvsr60_03.pdf">here</a>."
Description,"<div><span style="font-size: 18px;">Age-adjusted rates of deaths caused by drug poisoning (i.e., overdose), including those caused by natural and semi-synthetic opioids, synthetic opioids (non-methadone), the illegal opioid heroin, cocaine, and psychostimulants.</span></div>
<div><span style="font-size: 18px;"><br />
</span></div>
<div><span style="font-size: 18px;">Natural and semi-synthetic opioids &ndash; This category includes common prescription painkiller pills (e.g., hydrocodone and oxycodone). It includes deaths from painkillers that were legitimately manufactured, prescribed and sold, as well as those that may have been improperly prescribed or diverted from their intended source. It also may include deaths from &ldquo;counterfeit&rdquo; painkiller pills that were illicitly trafficked.</span></div>
<div><span style="font-size: 18px;"><br />
</span></div>
<div><span style="font-size: 18px;">Synthetic opioids &ndash; This category include synthetic opioids (e.g., fentanyl). However, it excludes methadone, a synthetic opioid that is used both as a painkiller and as a U.S. Food and Drug Administration-approved medication for treating opioid use disorder. It includes deaths from synthetic that were legitimately manufactured, prescribed and sold, as well as those that may have been improperly prescribed or diverted from their intended source. It also includes deaths from illicitly trafficked synthetic opioids, which may be sold inaccurately (i.e., sold as heroin when it actually is fentanyl) or combined with other drugs (i.e., mixed into heroin or counterfeit painkiller pills to increase their potency).</span></div>
<div><span style="font-size: 18px;"><br />
</span></div>
<div><span style="font-size: 18px;">Heroin &ndash; This category includes only heroin, which has no legal medical use in the United States and is exclusively trafficked illicitly. However, heroin may be mixed with other drugs (e.g., synthetic opioids).</span></div>
<div><span style="font-size: 18px;"><br />
</span></div>
06,California,Cocaine,2000,"Rate per 100,000",0.87787,0.10023161023855209
08,Colorado,Cocaine,2000,"Rate per 100,000",1.83646,0.39336782693862915
09,Connecticut,Cocaine,2000,"Rate per 100,000",1.11808,0.35140088200569153
10,Delaware,Cocaine,2000,"Rate per 100,000",N/A,N/A
11,Dist. of Columbia,Cocaine,2000,"Rate per 100,000",7.55073,2.2661371231079102
12,Florida,Cocaine,2000,"Rate per 100,000",1.26336,0.17801065742969513
13,Georgia,Cocaine,2000,"Rate per 100,000",1.05149,0.21796436607837677
15,Hawaii,Cocaine,2000,"Rate per 100,000",N/A,N/A
16,Idaho,Cocaine,2000,"Rate per 100,000",N/A,N/A
17,Illinois,Cocaine,2000,"Rate per 100,000",2.77722,0.29414832592010498
18,Indiana,Cocaine,2000,"Rate per 100,000",N/A,N/A
19,Iowa,Cocaine,2000,"Rate per 100,000",N/A,N/A
20,Kansas,Cocaine,2000,"Rate per 100,000",0.85765,0.35865846276283264
21,Kentucky,Cocaine,2000,"Rate per 100,000",N/A,N/A
22,Louisiana,Cocaine,2000,"Rate per 100,000",0.6253,0.23658689856529236
23,Maine,Cocaine,2000,"Rate per 100,000",N/A,N/A
24,Maryland,Cocaine,2000,"Rate per 100,000",2.08832,0.37849178910255432
25,Massachusetts,Cocaine,2000,"Rate per 100,000",2.19431,0.36132761836051941
26,Michigan,Cocaine,2000,"Rate per 100,000",0.85442,0.18079438805580139
27,Minnesota,Cocaine,2000,"Rate per 100,000",N/A,N/A
28,Mississippi,Cocaine,2000,"Rate per 100,000",N/A,N/A
29,Missouri,Cocaine,2000,"Rate per 100,000",0.84985,0.24297736585140228
30,Montana,Cocaine,2000,"Rate per 100,000",N/A,N/A
31,Nebraska,Cocaine,2000,"Rate per 100,000",N/A,N/A
32,Nevada,Cocaine,2000,"Rate per 100,000",3.99265,0.87074697017669678
33,New Hampshire,Cocaine,2000,"Rate per 100,000",N/A,N/A
34,New Jersey,Cocaine,2000,"Rate per 100,000",1.96632,0.2972070574760437
35,New Mexico,Cocaine,2000,"Rate per 100,000",4.88172,1.0322721004486084
36,New York,Cocaine,2000,"Rate per 100,000",1.77698,0.18819209933280945
37,North Carolina,Cocaine,2000,"Rate per 100,000",1.01515,0.21770073473453522
38,North Dakota,Cocaine,2000,"Rate per 100,000",N/A,N/A
39,Ohio,Cocaine,2000,"Rate per 100,000",0.97057,0.18228968977928162
40,Oklahoma,Cocaine,2000,"Rate per 100,000",N/A,N/A
41,Oregon,Cocaine,2000,"Rate per 100,000",0.73828,0.29011845588684082
42,Pennsylvania,Cocaine,2000,"Rate per 100,000",1.03935,0.18307666480541229
44,Rhode Island,Cocaine,2000,"Rate per 100,000",2.29312,0.91755002737045288
45,South Carolina,Cocaine,2000,"Rate per 100,000",0.92058,0.29687780141830444
46,South Dakota,Cocaine,2000,"Rate per 100,000",N/A,N/A
47,Tennessee,Cocaine,2000,"Rate per 100,000",0.92042,0.24789874255657196
48,Texas,Cocaine,2000,"Rate per 100,000",1.15209,0.14652237296104431
49,Utah,Cocaine,2000,"Rate per 100,000",3.2444,0.79981821775436401
50,Vermont,Cocaine,2000,"Rate per 100,000",N/A,N/A
51,Virginia,Cocaine,2000,"Rate per 100,000",1.00821,0.22972042858600616
53,Washington,Cocaine,2000,"Rate per 100,000",2.48146,0.39599251747131348
54,West Virginia,Cocaine,2000,"Rate per 100,000",N/A,N/A
55,Wisconsin,Cocaine,2000,"Rate per 100,000",0.9761,0.26537379622459412
56,Wyoming,Cocaine,2000,"Rate per 100,000",N/A,N/A
US,United States,Cocaine,2000,"Rate per 100,000",1.25031,4.1260082274675369E-2
01,Alabama,Heroin,2000,"Rate per 100,000",N/A,N/A
02,Alaska,Heroin,2000,"Rate per 100,000",N/A,N/A
04,Arizona,Heroin,2000,"Rate per 100,000",N/A,0.1483775272
05,Arkansas,Heroin,2000,"Rate per 100,000",N/A,N/A
06,California,Heroin,2000,"Rate per 100,000",0.99397,0.10764029527999899
08,Colorado,Heroin,2000,"Rate per 100,000",0.83717,0.26660967031999899
09,Connecticut,Heroin,2000,"Rate per 100,000",3.2032,0.59972918880000003
10,Delaware,Heroin,2000,"Rate per 100,000",N/A,N/A
11,Dist. of Columbia,Heroin,2000,"Rate per 100,000",N/A,N/A
12,Florida,Heroin,2000,"Rate per 100,000",1.13691,0.17114111224
13,Georgia,Heroin,2000,"Rate per 100,000",N/A,N/A
15,Hawaii,Heroin,2000,"Rate per 100,000",N/A,N/A
16,Idaho,Heroin,2000,"Rate per 100,000",N/A,N/A
17,Illinois,Heroin,2000,"Rate per 100,000",0.28908,9.5966729319999902E-2
18,Indiana,Heroin,2000,"Rate per 100,000",N/A,N/A
19,Iowa,Heroin,2000,"Rate per 100,000",N/A,N/A
20,Kansas,Heroin,2000,"Rate per 100,000",N/A,N/A
21,Kentucky,Heroin,2000,"Rate per 100,000",N/A,N/A
22,Louisiana,Heroin,2000,"Rate per 100,000",N/A,N/A
23,Maine,Heroin,2000,"Rate per 100,000",N/A,N/A
24,Maryland,Heroin,2000,"Rate per 100,000",N/A,N/A
25,Massachusetts,Heroin,2000,"Rate per 100,000",N/A,N/A
26,Michigan,Heroin,2000,"Rate per 100,000",0.86958,0.1829732912
27,Minnesota,Heroin,2000,"Rate per 100,000",N/A,N/A
28,Mississippi,Heroin,2000,"Rate per 100,000",N/A,N/A
29,Missouri,Heroin,2000,"Rate per 100,000",0.85104,0.24084688543999899
30,Montana,Heroin,2000,"Rate per 100,000",N/A,N/A
31,Nebraska,Heroin,2000,"Rate per 100,000",N/A,N/A
32,Nevada,Heroin,2000,"Rate per 100,000",1.94347,0.61064809595999903
33,New Hampshire,Heroin,2000,"Rate per 100,000",N/A,N/A
34,New Jersey,Heroin,2000,"Rate per 100,000",2.44473,0.33483283875999897
35,New Mexico,Heroin,2000,"Rate per 100,000",2.18977,0.68758353496000002
36,New York,Heroin,2000,"Rate per 100,000",0.14415,5.4590031720000001E-2
37,North Carolina,Heroin,2000,"Rate per 100,000",0.50231,0.15399808592
38,North Dakota,Heroin,2000,"Rate per 100,000",N/A,N/A
39,Ohio,Heroin,2000,"Rate per 100,000",0.66697,0.15015408492000001
40,Oklahoma,Heroin,2000,"Rate per 100,000",N/A,0.20379500819999999
41,Oregon,Heroin,2000,"Rate per 100,000",0.91356,0.322112917
42,Pennsylvania,Heroin,2000,"Rate per 100,000",1.21138,0.19804336859999899
44,Rhode Island,Heroin,2000,"Rate per 100,000",N/A,N/A
45,South Carolina,Heroin,2000,"Rate per 100,000",N/A,0.16126727512
46,South Dakota,Heroin,2000,"Rate per 100,000",N/A,N/A
47,Tennessee,Heroin,2000,"Rate per 100,000",N/A,N/A
48,Texas,Heroin,2000,"Rate per 100,000",0.52113,9.7065664080000003E-2
49,Utah,Heroin,2000,"Rate per 100,000",2.28422,0.66917081083999996
50,Vermont,Heroin,2000,"Rate per 100,000",N/A,N/A
51,Virginia,Heroin,2000,"Rate per 100,000",0.88243,0.216377439879999
53,Washington,Heroin,2000,"Rate per 100,000",0.91626,0.24019585184
54,West Virginia,Heroin,2000,"Rate per 100,000",N/A,N/A
55,Wisconsin,Heroin,2000,"Rate per 100,000",0.52631,0.19162514280000001
56,Wyoming,Heroin,2000,"Rate per 100,000",N/A,N/A
US,United States,Heroin,2000,"Rate per 100,000",0.65066,2.98549120799999E-2
01,Alabama,Natural and semi-synthetic opioids,2000,"Rate per 100,000",0.59776,0.23027856348
02,Alaska,Natural and semi-synthetic opioids,2000,"Rate per 100,000",3.14827,1.35375629843999
04,Arizona,Natural and semi-synthetic opioids,2000,"Rate per 100,000",1.8609,0.38329047931999899
05,Arkansas,Natural and semi-synthetic opioids,2000,"Rate per 100,000",N/A,N/A
06,California,Natural and semi-synthetic opioids,2000,"Rate per 100,000",1.8937,0.14810909147999901
08,Colorado,Natural and semi-synthetic opioids,2000,"Rate per 100,000",1.27291,0.33244472772
09,Connecticut,Natural and semi-synthetic opioids,2000,"Rate per 100,000",N/A,N/A
10,Delaware,Natural and semi-synthetic opioids,2000,"Rate per 100,000",N/A,N/A
11,Dist. of Columbia,Natural and semi-synthetic opioids,2000,"Rate per 100,000",N/A,N/A
12,Florida,Natural and semi-synthetic opioids,2000,"Rate per 100,000",1.55063,0.19699312612
13,Georgia,Natural and semi-synthetic opioids,2000,"Rate per 100,000",0.73148,0.18452603064
15,Hawaii,Natural and semi-synthetic opioids,2000,"Rate per 100,000",1.84696,0.75526582179999902
16,Idaho,Natural and semi-synthetic opioids,2000,"Rate per 100,000",N/A,0.65492439012000003
17,Illinois,Natural and semi-synthetic opioids,2000,"Rate per 100,000",0.37735,0.1112076756
18,Indiana,Natural and semi-synthetic opioids,2000,"Rate per 100,000",N/A,0.11720912112
19,Iowa,Natural and semi-synthetic opioids,2000,"Rate per 100,000",N/A,N/A
20,Kansas,Natural and semi-synthetic opioids,2000,"Rate per 100,000",N/A,N/A
21,Kentucky,Natural and semi-synthetic opioids,2000,"Rate per 100,000",1.25227,0.34400050748
22,Louisiana,Natural and semi-synthetic opioids,2000,"Rate per 100,000",0.53489,0.21445724355999901
23,Maine,Natural and semi-synthetic opioids,2000,"Rate per 100,000",N/A,N/A
24,Maryland,Natural and semi-synthetic opioids,2000,"Rate per 100,000",0.36397,0.16016304247999899
25,Massachusetts,Natural and semi-synthetic opioids,2000,"Rate per 100,000",0.46818,0.16794149064
26,Michigan,Natural and semi-synthetic opioids,2000,"Rate per 100,000",0.43205,0.1268780226
27,Minnesota,Natural and semi-synthetic opioids,2000,"Rate per 100,000",N/A,0.14785983631999899
28,Mississippi,Natural and semi-synthetic opioids,2000,"Rate per 100,000",N/A,N/A
29,Missouri,Natural and semi-synthetic opioids,2000,"Rate per 100,000",0.927,0.25702994295999998
30,Montana,Natural and semi-synthetic opioids,2000,"Rate per 100,000",N/A,N/A
31,Nebraska,Natural and semi-synthetic opioids,2000,"Rate per 100,000",N/A,N/A
32,Nevada,Natural and semi-synthetic opioids,2000,"Rate per 100,000",4.85548,0.96285739508000001
33,New Hampshire,Natural and semi-synthetic opioids,2000,"Rate per 100,000",N/A,N/A
34,New Jersey,Natural and semi-synthetic opioids,2000,"Rate per 100,000",0.88633,0.19828674767999899
35,New Mexico,Natural and semi-synthetic opioids,2000,"Rate per 100,000",5.53771,1.0915803147200001
36,New York,Natural and semi-synthetic opioids,2000,"Rate per 100,000",0.17108,5.8825660320000001E-2
37,North Carolina,Natural and semi-synthetic opioids,2000,"Rate per 100,000",1.39554,0.25659241608
38,North Dakota,Natural and semi-synthetic opioids,2000,"Rate per 100,000",N/A,N/A
39,Ohio,Natural and semi-synthetic opioids,2000,"Rate per 100,000",0.94306,0.1787926896
40,Oklahoma,Natural and semi-synthetic opioids,2000,"Rate per 100,000",2.04978,0.48748396367999902
41,Oregon,Natural and semi-synthetic opioids,2000,"Rate per 100,000",0.77196,0.29750895663999899
42,Pennsylvania,Natural and semi-synthetic opioids,2000,"Rate per 100,000",0.83103,0.16604105699999899
44,Rhode Island,Natural and semi-synthetic opioids,2000,"Rate per 100,000",N/A,N/A
45,South Carolina,Natural and semi-synthetic opioids,2000,"Rate per 100,000",1.0252,0.31429196036000001
46,South Dakota,Natural and semi-synthetic opioids,2000,"Rate per 100,000",N/A,N/A
47,Tennessee,Natural and semi-synthetic opioids,2000,"Rate per 100,000",0.95702,0.25316582255999898
48,Texas,Natural and semi-synthetic opioids,2000,"Rate per 100,000",0.72903,0.11715796512
49,Utah,Natural and semi-synthetic opioids,2000,"Rate per 100,000",5.25155,1.0096684063200001
50,Vermont,Natural and semi-synthetic opioids,2000,"Rate per 100,000",N/A,1.2252628026799901
51,Virginia,Natural and semi-synthetic opioids,2000,"Rate per 100,000",1.40428,0.27012819960000001
53,Washington,Natural and semi-synthetic opioids,2000,"Rate per 100,000",1.56151,0.31616475799999899
54,West Virginia,Natural and semi-synthetic opioids,2000,"Rate per 100,000",1.30119,0.53328984967999904
55,Wisconsin,Natural and semi-synthetic opioids,2000,"Rate per 100,000",0.91903,0.25737542823999898
56,Wyoming,Natural and semi-synthetic opioids,2000,"Rate per 100,000",N/A,N/A
US,United States,Natural and semi-synthetic opioids,2000,"Rate per 100,000",1.02682,3.7404986920000001E-2
01,Alabama,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
02,Alaska,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
04,Arizona,Psychostimulants,2000,"Rate per 100,000",0.53437,0.20213252305984497
05,Arkansas,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
06,California,Psychostimulants,2000,"Rate per 100,000",0.58571,8.1402711570262909E-2
08,Colorado,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
09,Connecticut,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
10,Delaware,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
11,Dist. of Columbia,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
12,Florida,Psychostimulants,2000,"Rate per 100,000",0.16785,6.8686425685882568E-2
13,Georgia,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
15,Hawaii,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
16,Idaho,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
17,Illinois,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
18,Indiana,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
19,Iowa,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
20,Kansas,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
21,Kentucky,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
22,Louisiana,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
23,Maine,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
24,Maryland,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
25,Massachusetts,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
26,Michigan,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
27,Minnesota,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
28,Mississippi,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
29,Missouri,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
30,Montana,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
31,Nebraska,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
32,Nevada,Psychostimulants,2000,"Rate per 100,000",1.18611,0.47579407691955566
33,New Hampshire,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
34,New Jersey,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
35,New Mexico,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
36,New York,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
37,North Carolina,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
38,North Dakota,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
39,Ohio,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
40,Oklahoma,Psychostimulants,2000,"Rate per 100,000",0.72289,0.28943410515785217
41,Oregon,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
42,Pennsylvania,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
44,Rhode Island,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
45,South Carolina,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
46,South Dakota,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
47,Tennessee,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
48,Texas,Psychostimulants,2000,"Rate per 100,000",0.15596,5.5487405508756638E-2
49,Utah,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
50,Vermont,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
51,Virginia,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
53,Washington,Psychostimulants,2000,"Rate per 100,000",0.88257,0.23553758859634399
54,West Virginia,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
55,Wisconsin,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
56,Wyoming,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
US,United States,Psychostimulants,2000,"Rate per 100,000",0.21244,1.7539514228701591E-2
01,Alabama,Synthetic opioids,2000,"Rate per 100,000",N/A,0.14428319107999901
02,Alaska,Synthetic opioids,2000,"Rate per 100,000",N/A,N/A
04,Arizona,Synthetic opioids,2000,"Rate per 100,000",N/A,0.166363982679999
05,Arkansas,Synthetic opioids,2000,"Rate per 100,000",N/A,N/A
06,California,Synthetic opioids,2000,"Rate per 100,000",0.2101,5.0431299800000003E-2
08,Colorado,Synthetic opioids,2000,"Rate per 100,000",0.58158,0.22991205915999899
09,Connecticut,Synthetic opioids,2000,"Rate per 100,000",N/A,N/A
10,Delaware,Synthetic opioids,2000,"Rate per 100,000",N/A,N/A
11,Dist. of Columbia,Synthetic opioids,2000,"Rate per 100,000",N/A,N/A
12,Florida,Synthetic opioids,2000,"Rate per 100,000",0.53218,0.115381623
13,Georgia,Synthetic opioids,2000,"Rate per 100,000",N/A,9.0328728560000002E-2
15,Hawaii,Synthetic opioids,2000,"Rate per 100,000",N/A,N/A
16,Idaho,Synthetic opioids,2000,"Rate per 100,000",N/A,N/A
17,Illinois,Synthetic opioids,2000,"Rate per 100,000",0.20177,8.1198766320000004E-2
18,Indiana,Synthetic opioids,2000,"Rate per 100,000",N/A,0.11219702088
19,Iowa,Synthetic opioids,2000,"Rate per 100,000",N/A,N/A
20,Kansas,Synthetic opioids,2000,"Rate per 100,000",N/A,N/A
21,Kentucky,Synthetic opioids,2000,"Rate per 100,000",N/A,N/A
22,Louisiana,Synthetic opioids,2000,"Rate per 100,000",N/A,N/A
23,Maine,Synthetic opioids,2000,"Rate per 100,000",N/A,N/A
24,Maryland,Synthetic opioids,2000,"Rate per 100,000",N/A,N/A
25,Massachusetts,Synthetic opioids,2000,"Rate per 100,000",N/A,0.121172885959999
26,Michigan,Synthetic opioids,2000,"Rate per 100,000",N/A,8.71733265199999E-2
27,Minnesota,Synthetic opioids,2000,"Rate per 100,000",N/A,N/A
28,Mississippi,Synthetic opioids,2000,"Rate per 100,000",N/A,N/A
29,Missouri,Synthetic opioids,2000,"Rate per 100,000",0.47894,0.18085553667999901
30,Montana,Synthetic opioids,2000,"Rate per 100,000",N/A,N/A
31,Nebraska,Synthetic opioids,2000,"Rate per 100,000",N/A,N/A
32,Nevada,Synthetic opioids,2000,"Rate per 100,000",N/A,0.37648535148000001
33,New Hampshire,Synthetic opioids,2000,"Rate per 100,000",N/A,N/A
34,New Jersey,Synthetic opioids,2000,"Rate per 100,000",N/A,0.10277258039999899
35,New Mexico,Synthetic opioids,2000,"Rate per 100,000",1.12521,0.49370161876000002
36,New York,Synthetic opioids,2000,"Rate per 100,000",N/A,4.00876644E-2
37,North Carolina,Synthetic opioids,2000,"Rate per 100,000",0.6115,0.17153506831999901
38,North Dakota,Synthetic opioids,2000,"Rate per 100,000",N/A,N/A
39,Ohio,Synthetic opioids,2000,"Rate per 100,000",0.295,0.10088241912
40,Oklahoma,Synthetic opioids,2000,"Rate per 100,000",0.80284,0.30878362731999898
41,Oregon,Synthetic opioids,2000,"Rate per 100,000",N/A,N/A
42,Pennsylvania,Synthetic opioids,2000,"Rate per 100,000",0.27559,9.5865791280000001E-2
44,Rhode Island,Synthetic opioids,2000,"Rate per 100,000",N/A,N/A
45,South Carolina,Synthetic opioids,2000,"Rate per 100,000",N/A,0.20593348579999901
46,South Dakota,Synthetic opioids,2000,"Rate per 100,000",N/A,N/A
47,Tennessee,Synthetic opioids,2000,"Rate per 100,000",N/A,0.13943830039999899
48,Texas,Synthetic opioids,2000,"Rate per 100,000",0.23326,6.856846556E-2
49,Utah,Synthetic opioids,2000,"Rate per 100,000",N/A,0.33087112996000001
50,Vermont,Synthetic opioids,2000,"Rate per 100,000",N/A,N/A
51,Virginia,Synthetic opioids,2000,"Rate per 100,000",0.35751,0.13744814972
53,Washington,Synthetic opioids,2000,"Rate per 100,000",0.37278,0.15250768819999899
54,West Virginia,Synthetic opioids,2000,"Rate per 100,000",N/A,N/A
55,Wisconsin,Synthetic opioids,2000,"Rate per 100,000",0.43692,0.17879880088
56,Wyoming,Synthetic opioids,2000,"Rate per 100,000",N/A,N/A
US,United States,Synthetic opioids,2000,"Rate per 100,000",0.27607,1.9496169000000001E-2
01,Alabama,Cocaine,2001,"Rate per 100,000",0.49965,0.20937323570251465
02,Alaska,Cocaine,2001,"Rate per 100,000",N/A,N/A
04,Arizona,Cocaine,2001,"Rate per 100,000",2.26495,0.41653954982757568
05,Arkansas,Cocaine,2001,"Rate per 100,000",N/A,N/A
06,California,Cocaine,2001,"Rate per 100,000",0.47311,7.3271520435810089E-2
08,Colorado,Cocaine,2001,"Rate per 100,000",1.96198,0.39927724003791809
09,Connecticut,Cocaine,2001,"Rate per 100,000",1.51413,0.40801438689231873
10,Delaware,Cocaine,2001,"Rate per 100,000",N/A,N/A
11,Dist. of Columbia,Cocaine,2001,"Rate per 100,000",8.74645,2.4309537410736084
12,Florida,Cocaine,2001,"Rate per 100,000",2.08129,0.22669501602649689
13,Georgia,Cocaine,2001,"Rate per 100,000",1.3042,0.24332566559314728
15,Hawaii,Cocaine,2001,"Rate per 100,000",N/A,N/A
16,Idaho,Cocaine,2001,"Rate per 100,000",N/A,N/A
17,Illinois,Cocaine,2001,"Rate per 100,000",2.62083,0.28386309742927551
18,Indiana,Cocaine,2001,"Rate per 100,000",0.47983,0.17811146378517151
19,Iowa,Cocaine,2001,"Rate per 100,000",N/A,N/A
20,Kansas,Cocaine,2001,"Rate per 100,000",N/A,N/A
21,Kentucky,Cocaine,2001,"Rate per 100,000",0.74783,0.26785680651664734
22,Louisiana,Cocaine,2001,"Rate per 100,000",0.91024,0.28280884027481079
23,Maine,Cocaine,2001,"Rate per 100,000",N/A,N/A
24,Maryland,Cocaine,2001,"Rate per 100,000",2.06341,0.3774850070476532
25,Massachusetts,Cocaine,2001,"Rate per 100,000",3.18272,0.43171891570091248
26,Michigan,Cocaine,2001,"Rate per 100,000",0.83932,0.1799197643995285
27,Minnesota,Cocaine,2001,"Rate per 100,000",N/A,N/A
28,Mississippi,Cocaine,2001,"Rate per 100,000",N/A,N/A
29,Missouri,Cocaine,2001,"Rate per 100,000",0.84477,0.24161238968372345
30,Montana,Cocaine,2001,"Rate per 100,000",N/A,N/A
31,Nebraska,Cocaine,2001,"Rate per 100,000",N/A,N/A
32,Nevada,Cocaine,2001,"Rate per 100,000",2.86206,0.7193681001663208
33,New Hampshire,Cocaine,2001,"Rate per 100,000",N/A,N/A
34,New Jersey,Cocaine,2001,"Rate per 100,000",2.1731,0.31026077270507813
35,New Mexico,Cocaine,2001,"Rate per 100,000",4.03939,0.93451792001724243
36,New York,Cocaine,2001,"Rate per 100,000",2.19938,0.20941080152988434
37,North Carolina,Cocaine,2001,"Rate per 100,000",1.14217,0.23006397485733032
38,North Dakota,Cocaine,2001,"Rate per 100,000",N/A,N/A
39,Ohio,Cocaine,2001,"Rate per 100,000",1.08871,0.19270442426204681
40,Oklahoma,Cocaine,2001,"Rate per 100,000",0.61149,0.26276639103889465
41,Oregon,Cocaine,2001,"Rate per 100,000",0.67246,0.2701592743396759
42,Pennsylvania,Cocaine,2001,"Rate per 100,000",0.68295,0.14739702641963959
44,Rhode Island,Cocaine,2001,"Rate per 100,000",2.94577,1.0374611616134644
45,South Carolina,Cocaine,2001,"Rate per 100,000",1.18559,0.33591717481613159
46,South Dakota,Cocaine,2001,"Rate per 100,000",N/A,N/A
47,Tennessee,Cocaine,2001,"Rate per 100,000",1.05412,0.26486283540725708
48,Texas,Cocaine,2001,"Rate per 100,000",1.60133,0.16947504878044128
49,Utah,Cocaine,2001,"Rate per 100,000",2.26378,0.65240812301635742
50,Vermont,Cocaine,2001,"Rate per 100,000",N/A,N/A
51,Virginia,Cocaine,2001,"Rate per 100,000",1.01975,0.22936716675758362
53,Washington,Cocaine,2001,"Rate per 100,000",1.79615,0.33431100845336914
54,West Virginia,Cocaine,2001,"Rate per 100,000",N/A,N/A
55,Wisconsin,Cocaine,2001,"Rate per 100,000",1.13577,0.28527712821960449
56,Wyoming,Cocaine,2001,"Rate per 100,000",N/A,N/A
US,United States,Cocaine,2001,"Rate per 100,000",1.33501,4.2368359863758087E-2
01,Alabama,Heroin,2001,"Rate per 100,000",N/A,N/A
02,Alaska,Heroin,2001,"Rate per 100,000",N/A,N/A
04,Arizona,Heroin,2001,"Rate per 100,000",0.45847,0.18776796668000001
05,Arkansas,Heroin,2001,"Rate per 100,000",N/A,N/A
06,California,Heroin,2001,"Rate per 100,000",0.65793,8.7276326479999902E-2
08,Colorado,Heroin,2001,"Rate per 100,000",0.48636,0.19914098036
09,Connecticut,Heroin,2001,"Rate per 100,000",2.75162,0.55483255856000002
